0,nan,nan,nan,nan
0.1,0.990613,-0.0536873,0.984196,-0.0541431
0.2,0.963007,-0.104371,0.938277,-0.107959
0.3,0.918799,-0.149332,0.866492,-0.16112
0.4,0.860497,-0.186381,0.775193,-0.213302
0.5,0.791256,-0.214038,0.671898,-0.264181
0.6,0.714586,-0.231612,0.564278,-0.313437
0.7,0.63405,-0.239202,0.459237,-0.36075
0.8,0.552988,-0.237595,0.362247,-0.405809
0.9,0.474296,-0.228119,0.276995,-0.448303
1,-0.448714,-0.0634128,0.205366,-3.0012
1.1,-0.382195,-0.039867,0.147662,-3.03766
1.2,-0.320116,-0.022747,0.102992,-3.07065
1.3,-0.26378,-0.0110037,0.0697011,-3.0999
1.4,-0.213941,-0.003524,0.0457831,-3.12512
1.5,-0.170868,0.000760595,0.0291964,3.13714
1.6,-0.134441,0.00279799,0.0180821,3.12078
1.7,-0.10425,0.00337329,0.0108795,3.10925
1.8,-0.0796992,0.00309506,0.00636153,3.10278
1.9,-0.0600876,0.00240326,0.00361629,3.10162
2,-0.0446851,0.00159124,0.00199929,3.106
2.1,-0.0327827,0.000834618,0.0010754,3.11614
2.2,-0.0237268,0.000221561,0.00056301,3.13225
2.3,-0.0169399,-0.000219494,0.000287007,-3.12864
2.4,-0.0119279,-0.000496768,0.000142521,-3.09997
2.5,-0.00828031,-0.000637587,6.897e-05,-3.06474
2.6,-0.00566421,-0.000676137,3.25404e-05,-3.02278
2.7,-0.00381545,-0.00064579,1.49747e-05,-2.97393
2.8,-0.00252861,-0.000574971,6.72444e-06,-2.91801
2.9,-0.00164686,-0.000485545,2.94789e-06,-2.85488
3,-0.00105256,-0.000392796,1.26217e-06,-2.78442
3.1,0.000353065,0.000635129,5.28044e-07,1.06344
3.2,0.000190262,0.000423978,2.15957e-07,1.14898
3.3,9.48388e-05,0.000278179,8.63778e-08,1.24223
3.4,4.14697e-05,0.000179122,3.38045e-08,1.34329
3.5,1.34578e-05,0.000113001,1.29502e-08,1.45226
3.6,1.09401e-07,6.97034e-05,4.85858e-09,1.56923
3.7,-5.2048e-06,4.19384e-05,1.78592e-09,1.69427
3.8,-6.43957e-06,2.45358e-05,6.43472e-10,1.82746
3.9,-5.845e-06,1.38993e-05,2.27354e-10,1.96887
4,-4.62309e-06,7.57863e-06,7.88087e-11,2.11855
